observable,time,time_units,average,stderr,amount_units,expt_id,alt_expt_id,
Tumor_BLI,2,day,6.668,0.226,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,5,day,7.023,0.221,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,8,day,7.039,0.21,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,12,day,7.351,0.2095,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,15,day,7.384,0.21,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,18,day,7.707,0.218,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,21,day,8.17,0.441,log10(photons/sec),Miller_2014_I,DTX Therapeutic
Tumor_BLI,2,day,6.619,0.1215,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
Tumor_BLI,5,day,7.017,0.1215,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
Tumor_BLI,8,day,6.915,0.102,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
Tumor_BLI,12,day,6.915,0.116,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
Tumor_BLI,15,day,6.813,0.094,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
Tumor_BLI,18,day,6.808,0.0885,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
Tumor_BLI,21,day,7.125,0.1615,log10(photons/sec),Miller_2014_J,OPG-Fc + DTX Therapeutic
